0,1
ada,O
alternatif,O
-,O
alternatif,O
untuk,O
kemudian,O
diputuskan,O
melalui,O
sidang,O
paripurna,O
",",O
"\""",O
Agun,U-PERSON
menjelaskan,O
.,O
Sementara,O
itu,O
",",O
Wakil,O
Ketua,O
Komisi,O
II,O
DPR,U-ORGANIZATION
yang,O
Ida,B-PERSON
Fauziah,L-PERSON
mengakui,O
saat,O
ini,O
memang,O
belum,O
ada,O
kesepakatan,O
dari,O
seluruh,O
fraksi-fraksi,O
di,O
DPR,U-ORGANIZATION
terkait,O
penetapan,O
ambang,O
batas,O
suara,O
",",O
parliamentary,O
threshold,O
(,O
PT,O
),O
.,O
Untuk,O
itu,O
",",O
kemudian,O
dilakukan,O
beberapa,O
alternatif,O
usulan,O
untuk,O
kemudian,O
dibawa,O
ke,O
Paripurna,O
DPR,U-ORGANIZATION
yang,O
kemudian,O
diputuskan,O
.,O
Untuk,O
PT,O
opsi,O
pertama,O
",",O
ambang,O
batas,O
3,O
persen,O
pendapatan,O
suara,O
nasional,O
.,O
Opsi,O
kedua,O
ambang,O
batas,O
2.5,B-QUANTITY
sampai,I-QUANTITY
5,I-QUANTITY
persen,L-QUANTITY
.,O
Rencananya,O
",",O
Senin,B-TIME
(,I-TIME
20,I-TIME
/,I-TIME
6,I-TIME
/,I-TIME
2011,I-TIME
),L-TIME
akan,O
diplenokan,O
untuk,O
kemudian,O
dibawa,O
ke,O
Paripurna,O
.,O
Lalu,O
keputusannya,O
dibawa,O
ke,O
pemerintah,O
",",O
kemudian,O
dibahas,O
bersama,O
",",O
"\""",O
kata,O
Ida,B-PERSON
Fauziah,L-PERSON
.,O
Setelah,O
menyelesaikan,O
uji,O
kelayakan,O
dan,O
kepatutan,O
terhadap,O
delapan,O
calon,O
pimpinan,O
(,O
capim,O
),O
Komisi,B-ORGANIZATION
Pemberantasan,I-ORGANIZATION
Korupsi,L-ORGANIZATION
",",O
fraksi-fraksi,O
mulai,O
mengantongi,O
nama,O
capim,O
yang,O
akan,O
dipilih,O
.,O
Satu,O
capim,O
yang,O
bulat,O
diterima,O
sembilan,O
fraksi,O
di,O
Komisi,B-ORGANIZATION
III,I-ORGANIZATION
DPR,L-ORGANIZATION
adalah,O
Bambang,B-PERSON
Widjojanto,L-PERSON
.,O
Seperti,O
dikatakan,O
",",O
anggota,O
Komisi,O
III,O
dari,O
Fraksi,B-ORGANIZATION
Partai,I-ORGANIZATION
Demokrat,L-ORGANIZATION
Saan,B-PERSON
Mustopa,L-PERSON
di,O
Kompleks,B-LOCATION
Parlemen,I-LOCATION
",",I-LOCATION
Senayan,I-LOCATION
",",I-LOCATION
Jakarta,L-LOCATION
",",O
Jumat,B-TIME
(,I-TIME
2,I-TIME
/,I-TIME
12,I-TIME
/,I-TIME
2011,I-TIME
),L-TIME
",",O
ada,O
beberapa,O
nama,O
yang,O
disepakati,O
seluruh,O
fraksi,O
.,O
"\""",O
Salah,O
satunya,O
",",O
Bambang,B-PERSON
Widjojanto,L-PERSON
",",O
tidak,O
ada,O
fraksi,O
yang,O
keberatan,O
",",O
"\""",O
katanya,O
.,O
Sekretaris,B-ORGANIZATION
Fraksi,I-ORGANIZATION
Partai,I-ORGANIZATION
Demokrat,L-ORGANIZATION
itu,O
menegaskan,O
",",O
Bambang,U-PERSON
dipilih,O
bukan,O
karena,O
pertimbangan,O
untuk,O
menampung,O
suara,O
kelompok,O
pegiat,O
atau,O
lembaga,O
swadaya,O
masyarakat,O
.,O
"\""",O
Bukan,O
karena,O
itu,O
",",O
tapi,O
ini,O
benar-benar,O
karena,O
kesadaran,O
tentang,O
kapasitas,O
Bambang,U-PERSON
",",O
"\""",O
ujarnya,O
.,O
Pilihan,O
pada,O
Bambang,U-PERSON
jatuh,O
karena,O
alasan,O
obyektif,O
.,O
Dalam,O
uji,O
kelayakan,O
dan,O
kepatutan,O
",",O
anggota,O
Komisi,O
III,O
melihat,O
Bambang,U-PERSON
memiliki,O
kemampuan,O
teknis,O
",",O
konsep,O
",",O
dan,O
punya,O
arah,O
kebijakan,O
KPK,U-ORGANIZATION
ke,O
depan,O
.,O
Bambang,U-PERSON
juga,O
mampu,O
menurunkan,O
visi-misi,O
ke,O
dalam,O
implementasi,O
kerja,O
.,O
Saan,U-PERSON
mencontohkan,O
ketika,O
mengatakan,O
perlunya,O
sinergi,O
aparat,O
penegak,O
hukum,O
dalam,O
pemberantasan,O
korupsi,O
",",O
Bambang,U-PERSON
langsung,O
menyebut,O
aksi-aksi,O
yang,O
akan,O
dilakukan,O
.,O
Seperti,O
melaksanakan,O
pelatihan,O
bersama,O
dan,O
sebagainya,O
.,O
Masih,O
menurut,O
Saan,U-PERSON
",",O
fraksi-fraksi,O
di,O
Komisi,O
III,O
juga,O
tidak,O
meragukan,O
kompetensi,O
",",O
integritas,O
",",O
serta,O
independensi,O
Bambang,U-PERSON
yang,O
berlatar,O
belakang,O
advokat,O
dan,O
aktif,O
dalam,O
lembaga,O
pemberantasan,O
korupsi,O
.,O
Ketua,B-ORGANIZATION
Umum,I-ORGANIZATION
Partai,I-ORGANIZATION
Demokrat,L-ORGANIZATION
Anas,B-PERSON
Urbaningrum,L-PERSON
menegaskan,O
keyakinannya,O
bahwa,O
Susilo,B-PERSON
Bambang,I-PERSON
Yudhoyono,L-PERSON
tidak,O
akan,O
bersedia,O
memperpanjang,O
masa,O
jabatannya,O
untuk,O
ketiga,O
kali,O
.,O
SBY,U-PERSON
",",O
kata,O
Anas,U-PERSON
",",O
tidak,O
berniat,O
menambah,O
periode,O
",",O
tapi,O
berkonsentrasi,O
untuk,O
menambah,O
prestasi,O
.,O
"\""",O
Sikap,O
dan,O
pendirian,O
SBY,U-PERSON
sudah,O
amat,O
terang,O
dan,O
tegas,O
.,O
Tidak,O
ada,O
keraguan,O
sedikitpun,O
tentang,O
hal,O
ini,O
.,O
Cukup,O
dua,O
periode,O
",",O
"\""",O
kata,O
Anas,U-PERSON
dalam,O
pesan,O
singkatnya,O
pada,O
wartawan,O
",",O
Rabu,B-TIME
(,I-TIME
18,I-TIME
/,I-TIME
8,I-TIME
),L-TIME
.,O
Dua,O
periode,O
itu,O
",",O
kata,O
dia,O
",",O
sesuai,O
dengan,O
ketentuan,O
konstitusi,O
.,O
Anas,U-PERSON
menyatakan,O
SBY,U-PERSON
adalah,O
presiden,O
yang,O
taat,O
asas,O
pada,O
ketentuan,O
konstitusi,O
.,O
Menurut,O
Anas,U-PERSON
",",O
konsentrasi,O
SBY,U-PERSON
kini,O
adalah,O
bekerja,O
yang,O
terbaik,O
.,O
Ini,O
",",O
kata,O
dia,O
",",O
untuk,O
memastikan,O
bahwa,O
kebijakan,O
dan,O
program,O
pemerintah,O
berjalan,O
dengan,O
baik,O
dan,O
berfaidah,O
bagi,O
sebanyak,O
mungkin,O
rakyat,O
Indonesia,O
.,O
Keinginan,O
SBY,U-PERSON
",",O
lanjut,O
Anas,U-PERSON
",",O
adalah,O
mengakhiri,O
masa,O
jabatannya,O
",",O
"\""",O
Dengan,O
catatan,O
dan,O
legasi,O
yang,O
baik,O
(,O
khusnul,O
khatimah,O
),O
.,O
"\""",O
Presiden,O
Susilo,B-PERSON
Bambang,I-PERSON
Yudhoyono,I-PERSON
(,I-PERSON
SBY,I-PERSON
),L-PERSON
dijadwalkan,O
kembali,O
memanggil,O
para,O
calon,O
menteri,O
di,O
Istana,B-LOCATION
Negara,I-LOCATION
Jakarta,L-LOCATION
",",O
Selasa,B-TIME
(,I-TIME
18,I-TIME
/,I-TIME
10,I-TIME
/,I-TIME
2011,I-TIME
),L-TIME
",",O
sore,O
ini,O
.,O
Pesawat,O
Kepresidenan,O
yang,O
digunakan,O
Presiden,O
dan,O
Ibu,O
Negara,O
Ny,B-PERSON
Ani,I-PERSON
Yudhoyono,L-PERSON
beberapa,O
menit,O
lalu,O
baru,O
saja,O
mendarat,O
di,O
Halim,B-LOCATION
Perdanakusumah,I-LOCATION
Jakarta,L-LOCATION
dari,O
Yogyakarta,U-LOCATION
usai,O
menghadiri,O
pernikahan,O
anak,O
Sultan,B-PERSON
HB,I-PERSON
X,L-PERSON
siang,O
tadi,O
.,O
"\""",O
Segera,O
setelah,O
tiba,O
kembali,O
siang,O
ini,O
dari,O
kunjungannya,O
ke,O
Yogya,U-LOCATION
untuk,O
menghadiri,O
pernikahan,O
putri,O
Sultan,B-PERSON
Hamengkubuwono,I-PERSON
X,L-PERSON
",",O
Presiden,B-PERSON
SBY,L-PERSON
akan,O
melanjutkan,O
perampungan,O
formasi,O
baru,O
kabinetnya,O
",",O
"\""",O
kata,O
Staf,B-ORGANIZATION
Khusus,I-ORGANIZATION
Presiden,I-ORGANIZATION
bidang,I-ORGANIZATION
Komunikasi,I-ORGANIZATION
Politik,L-ORGANIZATION
Daniel,B-PERSON
Sparingga,L-PERSON
",",O
siang,O
ini,O
.,O
Dikatakan,O
jika,O
seluruh,O
aktivitas,O
itu,O
dilakukan,O
bersama,O
Wapres,O
Boediono,U-PERSON
di,O
Istana,B-LOCATION
Negara,L-LOCATION
.,O
"\""",O
Kemarin,O
",",O
Presiden,O
dan,O
Wapres,O
terus,O
bekerja,O
maraton,O
hingga,O
tengah,O
malam,O
di,O
Istana,B-LOCATION
Jogja,L-LOCATION
.,O
Siang,O
ini,O
Presiden,O
akan,O
langsung,O
bekerja,O
untuk,O
melanjutkan,O
apa,O
yang,O
ia,O
belum,O
selesaikan,O
",",O
"\""",O
ujarnya,O
.,O
Rencananya,O
malam,O
ini,O
Presiden,O
juga,O
akan,O
mengumumkan,O
formasi,O
Kabinet,O
hasil,O
reshuffle,O
serta,O
pelantikannya,O
bisa,O
dilakukan,O
besok,O
pagi,O
.,O
Komisi,B-ORGANIZATION
Nasional,I-ORGANIZATION
Hak,I-ORGANIZATION
Asasi,I-ORGANIZATION
Manusiamendorong,O
agar,O
kabinet,O
baru,O
presiden,O
terpilih,O
Joko,O
Widodo,O
segera,O
mengambil,O
langkah,O
konkret,O
penuntasan,O
kasus,O
pelanggaran,O
HAM,O
yang,O
belum,O
selesai,O
.,O
Hal,O
ini,O
dibicarakan,O
dengan,O
Ketua,O
dan,O
Wakil,O
Tim,O
Transisi,O
Jokowi,O
",",O
Rini,B-PERSON
Soemarno,L-PERSON
dan,O
Andi,B-PERSON
Widjajanto,L-PERSON
.,O
"\""",O
Baik,O
secara,O
yudisial,O
maupun,O
nonyudisial,O
",",O
"\""",O
ujar,O
Komisioner,B-ORGANIZATION
Komnas,I-ORGANIZATION
HAM,L-ORGANIZATION
Siti,B-PERSON
Noor,I-PERSON
Laila,L-PERSON
saat,O
ditemui,O
Tempo,U-ORGANIZATION
pada,O
Kamis,B-TIME
",",I-TIME
28,I-TIME
Agustus,I-TIME
2014,L-TIME
.,O
Menurut,O
dia,O
",",O
masih,O
ada,O
tujuh,O
berkas,O
pelanggaran,O
HAM,O
yang,O
belum,O
dituntaskan,O
sampai,O
sekarang,O
.,O
Ketujuh,O
kasus,O
tersebut,O
antara,O
lain,O
seputar,O
1965,O
",",O
penembakan,O
misterius,O
",",O
Talangsari,O
",",O
tragedi,O
Trisakti,O
-,O
Semanggi,O
I,O
dan,O
II,O
",",O
penculikan,O
aktivis,O
atau,O
penghilangan,O
paksa,O
1997,O
-,O
1998,O
",",O
dan,O
Wasior,O
.,O
Namun,O
Noor,B-PERSON
Laila,L-PERSON
mengaku,O
belum,O
tahu,O
apa,O
bentuk,O
tindakan,O
konkret,O
yang,O
akan,O
diambil,O
.,O
"\""",O
Ini,O
masih,O
pertemuan,O
pertama,O
.,O
Nanti,O
akan,O
kami,O
adakan,O
lagi,O
diskusi,O
yang,O
lebih,O
mendalam,O
mengenai,O
langkah-langkah,O
ini,O
",",O
"\""",O
ujarnya,O
.,O
Selain,O
berdiskusi,O
",",O
dalam,O
pertemuan,O
tersebut,O
",",O
Komnas,B-ORGANIZATION
HAM,L-ORGANIZATION
juga,O
menyampaikan,O
upaya,O
-,O
upaya,O
penuntasan,O
yang,O
telah,O
dilakukan,O
selama,O
ini,O
.,O
Seperti,O
perkembangan,O
rekomendasi,O
dari,O
tim,O
panitia,O
khusus,O
bentukan,O
Dewan,B-ORGANIZATION
Perwakilan,I-ORGANIZATION
Rakyat,L-ORGANIZATION
hingga,O
proses,O
-,O
proses,O
penyidikan,O
di,O
Kejaksaan,B-ORGANIZATION
Agung,L-ORGANIZATION
.,O
Mereka,O
berharap,O
Jokowi,U-PERSON
dapat,O
memberikan,O
ruang,O
politik,O
agar,O
pengadilan,O
HAM,O
ini,O
dapat,O
dieksekusi,O
dalam,O
pemerintahannya,O
mendatang,O
.,O
Wakil,O
Presiden,O
Boediono,U-PERSON
mengingatkan,O
segenap,O
komponen,O
masyarakat,O
untuk,O
tidak,O
saling,O
adu,O
kuat,O
dalam,O
urusan,O
yang,O
tidak,O
produktif,O
bagi,O
kepentingan,O
bangsa,O
dan,O
negara,O
.,O
Wapres,O
juga,O
mengajak,O
masyarakat,O
menyatukan,O
energi,O
untuk,O
saling,O
bahu,O
dalam,O
pembangunan,O
.,O
Ajakan,O
itu,O
disampaikan,O
Wapres,O
ketika,O
membuka,O
Agrinex,O
International,O
Expo,O
2010,O
di,O
Jakarta,B-LOCATION
Convention,I-LOCATION
Center,L-LOCATION
",",O
Jumat,B-TIME
(,I-TIME
12,I-TIME
/,I-TIME
3,I-TIME
/,I-TIME
2010,I-TIME
),L-TIME
siang,O
ini,O
.,O
"\""",O
Impian,O
kita,O
sama,O
",",O
tujuan,O
kita,O
sama,O
.,O
Tidak,O
ada,O
masalah,O
di,O
antara,O
kita,O
",",O
tidak,O
ada,O
dusta,O
di,O
antara,O
kita,O
.,O
Semua,O
untuk,O
kepentingan,O
rakyat,O
dan,O
bangsa,O
",",O
siapa,O
pun,O
itu,O
",",O
"\""",O
ujar,O
Wapres,O
Boediono,U-PERSON
yang,O
membuka,O
pameran,O
didampingi,O
Ny,B-PERSON
Herawati,I-PERSON
Boediono,L-PERSON
.,O
Wapres,O
mengajak,O
masyarakat,O
untuk,O
bersama,O
pemerintah,O
mengerahkan,O
energi,O
untuk,O
mencapai,O
tujuan,O
yang,O
produktif,O
.,O
"\""",O
Mudah-mudahan,O
ini,O
menjadi,O
tekad,O
kita,O
bersama,O
",",O
tidak,O
hanya,O
saling,O
beradu,O
kuat,O
satu,O
sama,O
lain,O
untuk,O
tujuan-tujuan,O
yang,O
bukan,O
kepentingan,O
kita,O
bersama,O
",",O
"\""",O
ujarnya,O
.,O
Politisi,O
Partai,B-ORGANIZATION
Golkar,L-ORGANIZATION
Nurul,B-PERSON
Arifin,L-PERSON
menilai,O
kekisruhan,O
dalam,O
pemerintahan,O
Presiden,O
Joko,B-PERSON
Widodo,I-PERSON
(,I-PERSON
Jokowi,I-PERSON
),L-PERSON
dan,O
Wakil,O
Presiden,O
Jusuf,B-PERSON
Kalla,L-PERSON
bukan,O
karena,O
gangguan,O
dari,O
Koalisi,O
Merah,O
Putih,O
(,O
KMP,O
),O
.,O
Nurul,U-PERSON
menilai,O
kisruh,O
di,O
internal,O
pemerintahan,O
Jokowi,O
-,O
Kalla,O
akibat,O
koalisi,O
mereka,O
sendiri,O
",",O
yakni,O
Koalisi,O
Indonesia,O
Hebat,O
.,O
"\""",O
Justru,O
kekisruhannya,O
bukan,O
karena,O
KMP,O
akan,O
menjadi,O
penghalang,O
seperti,O
yang,O
dikhawatirkan,O
masyarakat,O
",",O
justru,O
KMP,O
ini,O
lebih,O
firm,O
dalam,O
posisi,O
saat,O
ini,O
ialah,O
mendukung,O
.,O
Kalau,O
mengkritik,O
ya,O
mengkritif,O
yang,O
konstruktif,O
.,O
Kami,O
melihat,O
kekacauan,O
ini,O
dari,O
keluarga,O
KIH,O
sendiri,O
",",O
"\""",O
kata,O
Nurul,U-PERSON
dalam,O
diskusi,O
evaluasi,O
100,O
hari,O
pemerintahan,O
Jokowi,O
-,O
Kalla,O
di,O
Jakarta,U-LOCATION
",",O
Senin,B-TIME
(,I-TIME
26,I-TIME
/,I-TIME
1,I-TIME
/,I-TIME
2015,I-TIME
),L-TIME
.,O
Menurut,O
dia,O
",",O
banyak,O
hal,O
yang,O
tidak,O
terintegrasi,O
dengan,O
baik,O
dalam,O
pemerintahan,O
Jokowi,O
-,O
Kalla,O
yang,O
berjalan,O
selama,O
hampir,O
tiga,O
bulan,O
ini,O
.,O
Sebagai,O
kepala,O
pemerintahan,O
",",O
Jokowi,O
selaku,O
Presiden,O
dinilainya,O
belum,O
menjadi,O
sosok,O
panglima,O
dalam,O
pemerintahan,O
.,O
Seharusnya,O
",",O
lanjut,O
Nurul,U-PERSON
",",O
Jokowi,U-PERSON
memiliki,O
kepercayaan,O
diri,O
tinggi,O
karena,O
masyarakat,O
mendukungnya,O
.,O
Namun,O
",",O
hal,O
yang,O
terjadi,O
Jokowi,O
justru,O
tampak,O
tidak,O
memegang,O
kendali,O
karena,O
diintervensi,O
sana-sini,O
.,O
"\""",O
Saya,O
tidak,O
tahu,O
apa,O
yang,O
menyebabkan,O
beliau,O
kurang,O
berani,O
mengambil,O
keputusan,O
.,O
Jadi,O
inilah,O
yang,O
menjadi,O
kisruhnya,O
pemerintahan,O
yang,O
bulan,O
pertama,O
ini,O
",",O
ini,O
menurut,O
kami,O
",",O
"\""",O
ucap,O
Nurul,U-PERSON
yang,O
hadir,O
sebagai,O
perwakilan,O
KMP,O
.,O
Ke,O
depannya,O
",",O
Nurul,U-PERSON
berharap,O
Jokowi,U-PERSON
bisa,O
lebih,O
tampil,O
untuk,O
bisa,O
mengintegrasikan,O
pemerintahannya,O
dengan,O
gaya,O
dan,O
kemampuan,O
dia,O
sendiri,O
.,O
Dalam,O
acara,O
yang,O
sama,O
",",O
politisi,O
PDI-P,U-ORGANIZATION
Effendi,B-PERSON
Simbolon,L-PERSON
membantah,O
penilaian,O
Nurul,U-PERSON
.,O
Menurut,O
dia,O
",",O
bukan,O
KIH,O
yang,O
mengganggu,O
pemerintahan,O
Jokowi,U-PERSON
.,O
Effendi,U-PERSON
menyebut,O
ada,O
kelompok-kelompok,O
kecil,O
di,O
lingkungan,O
Istana,O
yang,O
dinilainya,O
mengganggu,O
pemerintahan,O
.,O
"\""",O
Oh,O
",",O
ternyata,O
ada,O
gumpalan,O
-,O
gumpalan,O
kelompok,O
yang,O
lingkupi,O
dia,O
",",O
ada,O
Sudirman,B-PERSON
Said,L-PERSON
",",O
Rini,B-PERSON
(,I-PERSON
Soemarno,I-PERSON
),L-PERSON
",",O
Sofyan,B-PERSON
Djalil,L-PERSON
",",O
kok,O
bisa,O
-,O
bisanya,O
tangani,O
ekonomi,O
?,O
Sekolah,O
dimana,O
nih,O
?,O
Nah,O
yang,O
begini,O
-,O
begini,O
akhirnya,O
mengganggu,O
pemerintahan,O
itu,O
",",O
berdampak,O
pada,O
kebijakan,O
turunannya,O
",",O
"\""",O
tutur,O
Effendi,U-PERSON
.,O
Ia,O
bahkan,O
menuduh,O
Rini,U-PERSON
dan,O
Sekretaris,O
Kabinet,O
Andi,B-PERSON
Widjajanto,L-PERSON
sebagai,O
pengkhianat,O
di,O
pemerintahan,O
Jokowi,U-PERSON
.,O
"\""",O
Begitu,O
kampanye,O
",",O
Rini,U-PERSON
nempel,O
banget,O
dengan,O
Megawati,U-PERSON
",",O
eh,O
ternyata,O
pecah,O
kongsi,O
",",O
pengkhianat,O
.,O
Sama,O
dengan,O
yang,O
namanya,O
di,O
pojok,O
ini,O
(,O
Andi,U-PERSON
),O
",",O
enggak,O
tahu,O
diri,O
",",O
pengkhianat,O
",",O
anak,O
baru,O
kemarin,O
kok,O
bisa,O
atur,O
-,O
atur,O
republik,O
ini,O
?,O
"\""",O
sambung,O
dia,O
.,O
Ketua,O
Dewan,O
Pimpinan,O
Pusat,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
",",O
Achsanul,B-PERSON
Qosasi,L-PERSON
",",O
menilai,O
para,O
ketua,O
Dewan,B-ORGANIZATION
Pimpinan,I-ORGANIZATION
Daerah,I-ORGANIZATION
Demokrat,L-ORGANIZATION
terlalu,O
bersemangat,O
saat,O
mencalonkan,O
Presiden,O
Susilo,B-PERSON
Bambang,I-PERSON
Yudhoyono,L-PERSON
sebagai,O
ketua,O
umum,O
partai,O
itu,O
.,O
Jika,O
menjadi,O
ketua,O
umum,O
",",O
menurut,O
Achsanul,U-PERSON
",",O
SBY,U-PERSON
akan,O
langsung,O
berhadapan,O
dengan,O
lawan,O
politik,O
.,O
"\""",O
Kami,O
tidak,O
ingin,O
SBY,U-PERSON
bersentuhan,O
dengan,O
lawan,O
politik,O
",",O
"\""",O
kata,O
dia,O
saat,O
ditemui,O
di,O
kompleks,O
parlemen,O
",",O
Senayan,U-LOCATION
",",O
Senin,B-TIME
",",I-TIME
25,I-TIME
Maret,I-TIME
2013,L-TIME
.,O
Dia,O
mencontohkan,O
ketua,O
umum,O
partai,O
politik,O
lain,O
yang,O
kerap,O
diserang,O
oleh,O
media,O
massa,O
.,O
Padahal,O
",",O
Achsanul,U-PERSON
menuturkan,O
",",O
jabatan,O
SBY,U-PERSON
saat,O
ini,O
adalah,O
presiden,O
yang,O
bernilai,O
jauh,O
lebih,O
tinggi,O
dibandingkan,O
dengan,O
ketua,O
umum,O
partai,O
.,O
"\""",O
Saya,O
ingin,O
Bu,B-PERSON
Ani,L-PERSON
atau,O
kader,O
lain,O
seperti,O
Marzuki,B-PERSON
Alie,L-PERSON
yang,O
menjadi,O
calon,O
ketua,O
umum,O
",",O
"\""",O
kata,O
dia,O
.,O
Dengan,O
mengusulkan,O
Ani,B-PERSON
Yudhoyono,L-PERSON
",",O
Achsanul,U-PERSON
tidak,O
khawatir,O
akan,O
muncul,O
kesan,O
Demokrat,U-ORGANIZATION
menjadi,O
partai,O
dinasi,O
.,O
"\""",O
Sebagai,O
perekat,O
",",O
Bu,B-PERSON
Ani,L-PERSON
cocok,O
",",O
"\""",O
kata,O
dia,O
.,O
Seandainya,O
Ani,U-PERSON
menjadi,O
ketua,O
umum,O
",",O
ia,O
berujar,O
",",O
tinggal,O
mengatur,O
teknis,O
ketua,O
harian,O
atau,O
wakil,O
ketua,O
umum,O
.,O
Menurut,O
dia,O
",",O
posisi,O
ini,O
harus,O
orang,O
yang,O
kuat,O
dan,O
mudah,O
dihubungi,O
oleh,O
kader,O
Demokrat,U-ORGANIZATION
di,O
daerah,O
.,O
Sedangkan,O
untuk,O
posisi,O
sekteraris,O
jenderal,O
",",O
Achsanul,U-PERSON
ingin,O
agar,O
dijabat,O
oleh,O
orang,O
yang,O
berkualifikasi,O
",",O
total,O
bekerja,O
untuk,O
partai,O
",",O
dan,O
bahkan,O
kalau,O
perlu,O
digaji,O
.,O
"\""",O
Ada,O
banyak,O
calon,O
",",O
di,O
DPR,U-ORGANIZATION
atau,O
di,O
luar,O
DPR,U-ORGANIZATION
",",O
"\""",O
kata,O
dia,O
.,O
Pakar,O
Komunikasi,O
politik,O
",",O
Dr.,B-PERSON
Lely,I-PERSON
Arriane,I-PERSON
Napitupulu,L-PERSON
",",O
memaparkan,O
dari,O
penelitian,O
yang,O
ia,O
lakukan,O
",",O
banyak,O
ditemukan,O
para,O
artis,O
yang,O
menjadi,O
anggota,O
DPR,O
hanya,O
numpang,O
duduk,O
saja,O
.,O
"\""",O
Artis-artis,O
yang,O
baru,O
masuk,O
panggung,O
politik,O
",",O
mestinya,O
dia,O
bisa,O
jadi,O
selebritis,O
politik,O
.,O
Tapi,O
yang,O
terjadi,O
malah,O
sebaliknya,O
.,O
Di,O
DPR,O
dan,O
rapat,O
-,O
rapat,O
komisi,O
dan,O
fraksi,O
",",O
mereka,O
kebanyakan,O
diam,O
saja,O
",",O
"\""",O
kata,O
Lely,U-PERSON
di,O
Warung,B-LOCATION
Daun,I-LOCATION
",",I-LOCATION
Cikini,I-LOCATION
",",I-LOCATION
Jakarta,I-LOCATION
Pusat,L-LOCATION
",",O
Sabtu,B-TIME
(,I-TIME
4,I-TIME
/,I-TIME
5,I-TIME
/,I-TIME
2013,I-TIME
),L-TIME
.,O
Menurut,O
Lely,U-PERSON
",",O
para,O
artis,O
yang,O
masuk,O
panggung,O
politik,O
memang,O
harus,O
bisa,O
menampilkan,O
kemampuannya,O
berbicara,O
soal,O
banyak,O
hal,O
.,O
Mereka,O
juga,O
dituntut,O
bersaing,O
keras,O
jika,O
ingin,O
memenangkan,O
pengaruh,O
.,O
"\""",O
Mereka,O
harus,O
punya,O
kemampuan,O
",",O
dan,O
paham,O
mesti,O
tampil,O
di,O
mana,O
.,O
Karena,O
jika,O
tidak,O
maka,O
tetap,O
akan,O
tenggelam,O
",",O
"\""",O
ujar,O
Lely,U-PERSON
Mantan,O
Kabareskrim,O
Polri,O
Komjen,O
Susno,B-PERSON
Duadji,L-PERSON
menegaskan,O
",",O
ia,O
tidak,O
pernah,O
menerima,O
uang,O
bahkan,O
janji,O
sekalipun,O
terkait,O
mafia,O
kasus,O
Gayus,O
Halomoan,O
Tambunan,O
.,O
Pasalnya,O
",",O
menurut,O
Susno,U-PERSON
",",O
kasus,O
senilai,O
Rp,B-QUANTITY
28,I-QUANTITY
miliar,L-QUANTITY
itu,O
dia,O
yang,O
mengungkapkan,O
.,O
"\""",O
Saya,O
ini,O
(,O
pernah,O
),O
Kabareskrim,O
",",O
pati,O
(,O
perwira,O
tinggi,O
),O
masih,O
aktif,O
.,O
Bodoh,O
sekali,O
kalau,O
mengungkap,O
kasus,O
yang,O
menerima,O
duit,O
atau,O
janji,O
.,O
Berarti,O
saya,O
memasukkan,O
diri,O
ke,O
penjara,O
",",O
"\""",O
ucap,O
Susno,U-PERSON
saat,O
bersaksi,O
di,O
sidang,O
terdakwa,O
Sjahril,B-PERSON
Djohan,L-PERSON
di,O
Pengadilan,B-LOCATION
Negeri,I-LOCATION
Jakarta,I-LOCATION
Selatan,L-LOCATION
",",O
Kamis,B-TIME
(,I-TIME
2,I-TIME
/,I-TIME
9,I-TIME
/,I-TIME
2010,I-TIME
),L-TIME
.,O
Begitu,O
pula,O
terkait,O
dugaan,O
suap,O
Rp,B-QUANTITY
500,I-QUANTITY
juta,L-QUANTITY
dalam,O
perkara,O
PT,B-ORGANIZATION
Salma,I-ORGANIZATION
Arowana,I-ORGANIZATION
Lestari,L-ORGANIZATION
yang,O
menjeratnya,O
bersama,O
Sjahril,U-PERSON
dan,O
Haposan,B-PERSON
Hutagalung,L-PERSON
.,O
Susno,U-PERSON
mengatakan,O
",",O
ia,O
tidak,O
pernah,O
meminta,O
uang,O
ke,O
Sjahril,O
agar,O
kasus,O
yang,O
dilaporkan,O
Ho,O
Kian,O
Huat,O
",",O
pengusaha,O
asal,O
Singapura,O
",",O
itu,O
ditangani,O
penyidik,O
Bareskrim,O
.,O
"\""",O
Demi,O
Allah,O
tidak,O
pernah,O
",",O
"\""",O
sumpah,O
Susno,U-PERSON
.,O
Sebelum,O
mengakhiri,O
kesaksian,O
",",O
kepada,O
majelis,O
hakim,O
",",O
Susno,O
mengatakan,O
",",O
"\""",O
Karena,O
kasus,O
ini,O
kasus,O
yang,O
menyangkut,O
kehidupan,O
berbangsa,O
",",O
saya,O
minta,O
ini,O
diungkap,O
tuntas,O
.,O
Itu,O
permohonan,O
saya,O
.,O
"\""",O
Seperti,O
diberitakan,O
",",O
terkait,O
kasus,O
Gayus,O
",",O
Haposan,U-PERSON
menyebut,O
Susno,U-PERSON
meminta,O
uang,O
Rp,B-QUANTITY
"3,5",I-QUANTITY
miliar,L-QUANTITY
jika,O
blokir,O
rekening,O
Gayus,O
dibuka,O
penyidik,O
.,O
Menurut,O
Haposan,U-PERSON
",",O
permintaan,O
itu,O
disampaikan,O
ke,O
Sjahril,U-PERSON
dan,O
diteruskan,O
kepadanya,O
